nohup: ignoring input
Deepfashion Consumer-to-shop Attribute prediction using single model
arch           is: Resnet152
gpuId          is: 0
init lr        is: 0.001
num_classs     is: 257
batch size     is: 64
input_size     is: 224
relative_path  is: ../Img/
train_path     is: ../NewAnno/list_bbx_image_attr_train.txt
val_path       is: ../NewAnno/list_bbx_image_attr_val.txt
test_path      is: ../NewAnno/list_bbx_image_attr_test.txt
epochs         is: 50
savePath       is: ./checkpoint/BBX/NewAnno
resume         is: 
momentum       is: 0.9
zeroTrain      is: False
weight_decay   is: 0.0005
print_freq     is: 50
Conv_Type      is: 2
Branch         is: 17
Conv_Num       is: 5
Use GPU!
Start training.
Epoch:  0 lr is: [0.001]
        the 0th batch, loss is: 0.77420938   
    the 31250th batch, loss is: 0.1238796    
    the 31300th batch, loss is: 0.12337869   
    the 31350th batch, loss is: 0.11889075   
    the 31400th batch, loss is: 0.12012621   
    the 31450th batch, loss is: 0.12383551   
    the 31500th batch, loss is: 0.1240022    
    the 31550th batch, loss is: 0.10751824   
    the 31600th batch, loss is: 0.11625172   
    the 31650th batch, loss is: 0.13176717   
    the 31700th batch, loss is: 0.114342     
    the 31750th batch, loss is: 0.12531218   
    the 31800th batch, loss is: 0.11206781   
    the 31850th batch, loss is: 0.12693156   
    the 31900th batch, loss is: 0.11456212   
    the 31950th batch, loss is: 0.1169451    
    the 32000th batch, loss is: 0.12261526   
    the 32050th batch, loss is: 0.12125293   
    the 32100th batch, loss is: 0.12149575   
    the 32150th batch, loss is: 0.13543518   
    the 32200th batch, loss is: 0.1118125    
    the 32250th batch, loss is: 0.12049127   
    the 32300th batch, loss is: 0.12271939   
    the 32350th batch, loss is: 0.11958281   
    the 32400th batch, loss is: 0.11921996   
    the 32450th batch, loss is: 0.12016047   
    the 32500th batch, loss is: 0.1094753    
    the 32550th batch, loss is: 0.10495765   
    the 32600th batch, loss is: 0.13056529   
    the 32650th batch, loss is: 0.12596492   
    the 32700th batch, loss is: 0.14158367   
    the 32750th batch, loss is: 0.10963564   
    the 32800th batch, loss is: 0.11866461   
    the 32850th batch, loss is: 0.11463384   
    the 32900th batch, loss is: 0.10668313   
Epoch:  11 lr is: [0.001]
    the 32950th batch, loss is: 0.11266589   
    the 33000th batch, loss is: 0.10814785   
    the 33050th batch, loss is: 0.12514539   
    the 33100th batch, loss is: 0.11958968   
    the 33150th batch, loss is: 0.12517266   
    the 33200th batch, loss is: 0.13945477   
    the 33250th batch, loss is: 0.10979696   
    the 33300th batch, loss is: 0.10814082   
    the 33350th batch, loss is: 0.11407184   
    the 33400th batch, loss is: 0.12008961   
    the 33450th batch, loss is: 0.12470799   
    the 33500th batch, loss is: 0.1034474    
    the 33550th batch, loss is: 0.11632373   
    the 33600th batch, loss is: 0.12183958   
    the 33650th batch, loss is: 0.12607986   
    the 33700th batch, loss is: 0.11220578   
    the 33750th batch, loss is: 0.13249715   
    the 33800th batch, loss is: 0.11793082   
    the 33850th batch, loss is: 0.11392742   
    the 33900th batch, loss is: 0.11403646   
    the 33950th batch, loss is: 0.13114883   
    the 34000th batch, loss is: 0.12264737   
    the 34050th batch, loss is: 0.11594231   
    the 34100th batch, loss is: 0.12424041   
    the 34150th batch, loss is: 0.12574995   
    the 34200th batch, loss is: 0.12090684   
    the 34250th batch, loss is: 0.12226469   
    the 34300th batch, loss is: 0.11564108   
    the 34350th batch, loss is: 0.11507797   
    the 34400th batch, loss is: 0.11374519   
    the 34450th batch, loss is: 0.12161598   
    the 34500th batch, loss is: 0.12032975   
    the 34550th batch, loss is: 0.12493632   
    the 34600th batch, loss is: 0.10539278   
    the 34650th batch, loss is: 0.13408613   
    the 34700th batch, loss is: 0.11113679   
    the 34750th batch, loss is: 0.12519114   
    the 34800th batch, loss is: 0.1007833    
    the 34850th batch, loss is: 0.1262897    
    the 34900th batch, loss is: 0.11311707   
    the 34950th batch, loss is: 0.11812742   
    the 35000th batch, loss is: 0.12971309   
    the 35050th batch, loss is: 0.1145553    
    the 35100th batch, loss is: 0.12186527   
    the 35150th batch, loss is: 0.12088359   
    the 35200th batch, loss is: 0.10161764   
    the 35250th batch, loss is: 0.1239953    
    the 35300th batch, loss is: 0.1107933    
    the 35350th batch, loss is: 0.10882173   
    the 35400th batch, loss is: 0.12014298   
    the 35450th batch, loss is: 0.11411539   
    the 35500th batch, loss is: 0.14007284   
    the 35550th batch, loss is: 0.11769307   
    the 35600th batch, loss is: 0.11888895   
    the 35650th batch, loss is: 0.10239174   
    the 35700th batch, loss is: 0.12198006   
    the 35750th batch, loss is: 0.10940884   
    the 35800th batch, loss is: 0.10334487   
    the 35850th batch, loss is: 0.11602946   
    the 35900th batch, loss is: 0.12009472   
Epoch:  12 lr is: [0.001]
    the 35950th batch, loss is: 0.1243079    
    the 36000th batch, loss is: 0.11765347   
    the 36050th batch, loss is: 0.12285867   
    the 36100th batch, loss is: 0.12313618   
    the 36150th batch, loss is: 0.13117929   
    the 36200th batch, loss is: 0.10919593   
    the 36250th batch, loss is: 0.12594868   
    the 36300th batch, loss is: 0.11955763   
    the 36350th batch, loss is: 0.1129299    
    the 36400th batch, loss is: 0.10959812   
    the 36450th batch, loss is: 0.11581121   
    the 36500th batch, loss is: 0.12582716   
    the 36550th batch, loss is: 0.13107619   
    the 36600th batch, loss is: 0.11123325   
    the 36650th batch, loss is: 0.10981428   
    the 36700th batch, loss is: 0.11104244   
    the 36750th batch, loss is: 0.13026655   
    the 36800th batch, loss is: 0.11377774   
    the 36850th batch, loss is: 0.1094695    
    the 36900th batch, loss is: 0.11661609   
    the 36950th batch, loss is: 0.12329457   
    the 37000th batch, loss is: 0.10319105   
    the 37050th batch, loss is: 0.10675772   
    the 37100th batch, loss is: 0.10757814   
    the 37150th batch, loss is: 0.12351042   
    the 37200th batch, loss is: 0.10923681   
    the 37250th batch, loss is: 0.11614399   
    the 37300th batch, loss is: 0.11960709   
    the 37350th batch, loss is: 0.1179608    
    the 37400th batch, loss is: 0.12004376   
    the 37450th batch, loss is: 0.11800478   
    the 37500th batch, loss is: 0.10916519   
    the 37550th batch, loss is: 0.11369517   
    the 37600th batch, loss is: 0.10887016   
    the 37650th batch, loss is: 0.1267993    
    the 37700th batch, loss is: 0.1128166    
    the 37750th batch, loss is: 0.11941445   
    the 37800th batch, loss is: 0.11824535   
    the 37850th batch, loss is: 0.10385495   
    the 37900th batch, loss is: 0.11665367   
    the 37950th batch, loss is: 0.11609673   
    the 38000th batch, loss is: 0.10924772   
    the 38050th batch, loss is: 0.1159173    
    the 38100th batch, loss is: 0.11384526   
    the 38150th batch, loss is: 0.12154085   
    the 38200th batch, loss is: 0.11340154   
    the 38250th batch, loss is: 0.11678416   
    the 38300th batch, loss is: 0.11903297   
    the 38350th batch, loss is: 0.11474788   
    the 38400th batch, loss is: 0.1147237    
    the 38450th batch, loss is: 0.11440238   
    the 38500th batch, loss is: 0.12398679   
    the 38550th batch, loss is: 0.13277605   
    the 38600th batch, loss is: 0.11738979   
    the 38650th batch, loss is: 0.10426212   
    the 38700th batch, loss is: 0.11115191   
    the 38750th batch, loss is: 0.12125794   
    the 38800th batch, loss is: 0.1116979    
    the 38850th batch, loss is: 0.1068049    
    the 38900th batch, loss is: 0.12225885   
Epoch:  13 lr is: [0.001]
    the 38950th batch, loss is: 0.10961024   
    the 39000th batch, loss is: 0.12598787   
    the 39050th batch, loss is: 0.10981041   
    the 39100th batch, loss is: 0.11867456   
    the 39150th batch, loss is: 0.1383865    
    the 39200th batch, loss is: 0.11103591   
    the 39250th batch, loss is: 0.11170819   
    the 39300th batch, loss is: 0.11598054   
    the 39350th batch, loss is: 0.11768197   
    the 39400th batch, loss is: 0.10937688   
    the 39450th batch, loss is: 0.111846     
    the 39500th batch, loss is: 0.11355134   
    the 39550th batch, loss is: 0.10894459   
    the 39600th batch, loss is: 0.11248591   
    the 39650th batch, loss is: 0.11384764   
    the 39700th batch, loss is: 0.10958569   
    the 39750th batch, loss is: 0.11498219   
    the 39800th batch, loss is: 0.11196889   
    the 39850th batch, loss is: 0.11238633   
    the 39900th batch, loss is: 0.11370375   
    the 39950th batch, loss is: 0.09967047   
    the 40000th batch, loss is: 0.12398791   
    the 40050th batch, loss is: 0.11804299   
    the 40100th batch, loss is: 0.11902414   
    the 40150th batch, loss is: 0.09991155   
    the 40200th batch, loss is: 0.10829077   
    the 40250th batch, loss is: 0.12465753   
    the 40300th batch, loss is: 0.12171026   
    the 40350th batch, loss is: 0.12188712   
    the 40400th batch, loss is: 0.10367426   
    the 40450th batch, loss is: 0.11491553   
    the 40500th batch, loss is: 0.12037938   
    the 40550th batch, loss is: 0.11436095   
    the 40600th batch, loss is: 0.11008278   
    the 40650th batch, loss is: 0.09841228   
    the 40700th batch, loss is: 0.11475157   
    the 40750th batch, loss is: 0.12373392   
    the 40800th batch, loss is: 0.1086559    
    the 40850th batch, loss is: 0.11893366   
    the 40900th batch, loss is: 0.11938431   
    the 40950th batch, loss is: 0.12278806   
    the 41000th batch, loss is: 0.12430114   
    the 41050th batch, loss is: 0.11349352   
    the 41100th batch, loss is: 0.11527462   
    the 41150th batch, loss is: 0.11072583   
    the 41200th batch, loss is: 0.11458272   
    the 41250th batch, loss is: 0.125076     
    the 41300th batch, loss is: 0.11325168   
    the 41350th batch, loss is: 0.10875221   
    the 41400th batch, loss is: 0.10736655   
    the 41450th batch, loss is: 0.11519363   
    the 41500th batch, loss is: 0.1032777    
    the 41550th batch, loss is: 0.12211429   
    the 41600th batch, loss is: 0.12422395   
    the 41650th batch, loss is: 0.1073091    
    the 41700th batch, loss is: 0.11113378   
    the 41750th batch, loss is: 0.11009777   
    the 41800th batch, loss is: 0.1171424    
    the 41850th batch, loss is: 0.11628475   
    the 41900th batch, loss is: 0.10757682   
Epoch:  14 lr is: [0.001]
    the 41950th batch, loss is: 0.1022289    
    the 42000th batch, loss is: 0.12388871   
    the 42050th batch, loss is: 0.11951968   
    the 42100th batch, loss is: 0.11440413   
    the 42150th batch, loss is: 0.13565214   
    the 42200th batch, loss is: 0.10506938   
    the 42250th batch, loss is: 0.10714991   
    the 42300th batch, loss is: 0.11550707   
    the 42350th batch, loss is: 0.11166821   
    the 42400th batch, loss is: 0.10766531   
    the 42450th batch, loss is: 0.11688127   
    the 42500th batch, loss is: 0.09620855   
    the 42550th batch, loss is: 0.11320978   
    the 42600th batch, loss is: 0.12239376   
    the 42650th batch, loss is: 0.10831379   
    the 42700th batch, loss is: 0.11081492   
    the 42750th batch, loss is: 0.10975108   
    the 42800th batch, loss is: 0.10650854   
    the 42850th batch, loss is: 0.11741056   
    the 42900th batch, loss is: 0.12005268   
    the 42950th batch, loss is: 0.12114909   
    the 43000th batch, loss is: 0.10831352   
    the 43050th batch, loss is: 0.11955557   
    the 43100th batch, loss is: 0.11672709   
    the 43150th batch, loss is: 0.11350204   
    the 43200th batch, loss is: 0.12989709   
    the 43250th batch, loss is: 0.10661896   
    the 43300th batch, loss is: 0.10841583   
    the 43350th batch, loss is: 0.12449454   
    the 43400th batch, loss is: 0.11674327   
    the 43450th batch, loss is: 0.10875539   
    the 43500th batch, loss is: 0.11232971   
    the 43550th batch, loss is: 0.1105808    
    the 43600th batch, loss is: 0.11982258   
    the 43650th batch, loss is: 0.12615557   
    the 43700th batch, loss is: 0.11816889   
    the 43750th batch, loss is: 0.10805359   
    the 43800th batch, loss is: 0.10920823   
    the 43850th batch, loss is: 0.12012072   
    the 43900th batch, loss is: 0.10632561   
    the 43950th batch, loss is: 0.11196369   
    the 44000th batch, loss is: 0.11027386   
    the 44050th batch, loss is: 0.12087513   
    the 44100th batch, loss is: 0.1221479    
    the 44150th batch, loss is: 0.09573299   
    the 44200th batch, loss is: 0.12026365   
    the 44250th batch, loss is: 0.0973982    
    the 44300th batch, loss is: 0.11920849   
    the 44350th batch, loss is: 0.11584197   
    the 44400th batch, loss is: 0.1205421    
    the 44450th batch, loss is: 0.11272344   
    the 44500th batch, loss is: 0.12379783   
    the 44550th batch, loss is: 0.11198955   
    the 44600th batch, loss is: 0.11322034   
    the 44650th batch, loss is: 0.11525518   
    the 44700th batch, loss is: 0.11236584   
    the 44750th batch, loss is: 0.10120188   
    the 44800th batch, loss is: 0.12324864   
    the 44850th batch, loss is: 0.10821532   
    the 44900th batch, loss is: 0.12319725   
Epoch:  15 lr is: [0.001]
    the 44950th batch, loss is: 0.10205318   
    the 45000th batch, loss is: 0.11665643   
    the 45050th batch, loss is: 0.10704479   
    the 45100th batch, loss is: 0.11815231   
    the 45150th batch, loss is: 0.11280274   
    the 45200th batch, loss is: 0.12026876   
    the 45250th batch, loss is: 0.11267588   
    the 45300th batch, loss is: 0.10446095   
    the 45350th batch, loss is: 0.10952735   
    the 45400th batch, loss is: 0.11705313   
    the 45450th batch, loss is: 0.12311897   
    the 45500th batch, loss is: 0.11388312   
    the 45550th batch, loss is: 0.10597283   
    the 45600th batch, loss is: 0.10046934   
    the 45650th batch, loss is: 0.10056584   
    the 45700th batch, loss is: 0.11551195   
    the 45750th batch, loss is: 0.10143719   
    the 45800th batch, loss is: 0.11126548   
    the 45850th batch, loss is: 0.10926572   
    the 45900th batch, loss is: 0.10547666   
    the 45950th batch, loss is: 0.11326504   
    the 46000th batch, loss is: 0.12230436   
    the 46050th batch, loss is: 0.11879925   
    the 46100th batch, loss is: 0.10534393   
    the 46150th batch, loss is: 0.13170581   
    the 46200th batch, loss is: 0.13237037   
    the 46250th batch, loss is: 0.10929863   
    the 46300th batch, loss is: 0.10851561   
    the 46350th batch, loss is: 0.11154837   
    the 46400th batch, loss is: 0.11576425   
    the 46450th batch, loss is: 0.11167685   
    the 46500th batch, loss is: 0.11875025   
    the 46550th batch, loss is: 0.10387661   
    the 46600th batch, loss is: 0.09724713   
    the 46650th batch, loss is: 0.11808747   
    the 46700th batch, loss is: 0.10214657   
    the 46750th batch, loss is: 0.12238053   
    the 46800th batch, loss is: 0.12275639   
    the 46850th batch, loss is: 0.10619957   
    the 46900th batch, loss is: 0.11121439   
    the 46950th batch, loss is: 0.10517605   
    the 47000th batch, loss is: 0.12048905   
    the 47050th batch, loss is: 0.09809313   
    the 47100th batch, loss is: 0.11886866   
    the 47150th batch, loss is: 0.10301604   
    the 47200th batch, loss is: 0.11772257   
    the 47250th batch, loss is: 0.11947513   
    the 47300th batch, loss is: 0.12269686   
    the 47350th batch, loss is: 0.10668479   
    the 47400th batch, loss is: 0.11585383   
    the 47450th batch, loss is: 0.10967363   
    the 47500th batch, loss is: 0.10912179   
    the 47550th batch, loss is: 0.09401702   
    the 47600th batch, loss is: 0.13957021   
    the 47650th batch, loss is: 0.10843457   
    the 47700th batch, loss is: 0.11015366   
    the 47750th batch, loss is: 0.11891879   
    the 47800th batch, loss is: 0.11031875   
    the 47850th batch, loss is: 0.11303522   
    the 47900th batch, loss is: 0.12647307   
Epoch:  16 lr is: [0.001]
    the 47950th batch, loss is: 0.10468492   
    the 48000th batch, loss is: 0.10662256   
    the 48050th batch, loss is: 0.10553789   
    the 48100th batch, loss is: 0.10882775   
    the 48150th batch, loss is: 0.11075859   
    the 48200th batch, loss is: 0.10751176   
    the 48250th batch, loss is: 0.1162613    
    the 48300th batch, loss is: 0.1162082    
    the 48350th batch, loss is: 0.11034526   
    the 48400th batch, loss is: 0.10120806   
    the 48450th batch, loss is: 0.10455464   
    the 48500th batch, loss is: 0.09673806   
    the 48550th batch, loss is: 0.11155974   
    the 48600th batch, loss is: 0.10063244   
    the 48650th batch, loss is: 0.1068446    
    the 48700th batch, loss is: 0.10436856   
    the 48750th batch, loss is: 0.11190533   
    the 48800th batch, loss is: 0.11174617   
    the 48850th batch, loss is: 0.11701564   
    the 48900th batch, loss is: 0.10705454   
    the 48950th batch, loss is: 0.10859077   
    the 49000th batch, loss is: 0.11018563   
    the 49050th batch, loss is: 0.11328842   
    the 49100th batch, loss is: 0.11871205   
    the 49150th batch, loss is: 0.11316851   
    the 49200th batch, loss is: 0.11679605   
    the 49250th batch, loss is: 0.10219659   
    the 49300th batch, loss is: 0.10557596   
    the 49350th batch, loss is: 0.11209117   
    the 49400th batch, loss is: 0.10472699   
    the 49450th batch, loss is: 0.10869774   
    the 49500th batch, loss is: 0.11202081   
    the 49550th batch, loss is: 0.10994565   
    the 49600th batch, loss is: 0.11300271   
    the 49650th batch, loss is: 0.10275126   
    the 49700th batch, loss is: 0.11555889   
    the 49750th batch, loss is: 0.10762332   
    the 49800th batch, loss is: 0.10713685   
    the 49850th batch, loss is: 0.13364881   
    the 49900th batch, loss is: 0.10991843   
    the 49950th batch, loss is: 0.10167788   
    the 50000th batch, loss is: 0.10577828   
    the 50050th batch, loss is: 0.12429222   
    the 50100th batch, loss is: 0.1182741    
    the 50150th batch, loss is: 0.12189711   
    the 50200th batch, loss is: 0.10407908   
    the 50250th batch, loss is: 0.12270271   
    the 50300th batch, loss is: 0.10902525   
    the 50350th batch, loss is: 0.10835797   
    the 50400th batch, loss is: 0.11811727   
    the 50450th batch, loss is: 0.11509468   
    the 50500th batch, loss is: 0.11420312   
    the 50550th batch, loss is: 0.1014705    
    the 50600th batch, loss is: 0.12968273   
    the 50650th batch, loss is: 0.10773568   
    the 50700th batch, loss is: 0.10538787   
    the 50750th batch, loss is: 0.11756372   
    the 50800th batch, loss is: 0.10819332   
    the 50850th batch, loss is: 0.10607208   
    the 50900th batch, loss is: 0.12183756   
Epoch:  17 lr is: [0.001]
    the 50950th batch, loss is: 0.10132401   
    the 51000th batch, loss is: 0.11754125   
    the 51050th batch, loss is: 0.1204321    
    the 51100th batch, loss is: 0.10881068   
    the 51150th batch, loss is: 0.12054691   
    the 51200th batch, loss is: 0.11252372   
    the 51250th batch, loss is: 0.11137171   
    the 51300th batch, loss is: 0.11831228   
    the 51350th batch, loss is: 0.11114562   
    the 51400th batch, loss is: 0.10955124   
    the 51450th batch, loss is: 0.10553777   
    the 51500th batch, loss is: 0.110946     
    the 51550th batch, loss is: 0.10290423   
    the 51600th batch, loss is: 0.10817231   
    the 51650th batch, loss is: 0.1040599    
    the 51700th batch, loss is: 0.11598188   
    the 51750th batch, loss is: 0.11558577   
    the 51800th batch, loss is: 0.11237578   
    the 51850th batch, loss is: 0.11157783   
    the 51900th batch, loss is: 0.10066601   
    the 51950th batch, loss is: 0.10735599   
    the 52000th batch, loss is: 0.1040611    
    the 52050th batch, loss is: 0.10800208   
    the 52100th batch, loss is: 0.10378841   
    the 52150th batch, loss is: 0.10513644   
    the 52200th batch, loss is: 0.1219038    
    the 52250th batch, loss is: 0.11518512   
    the 52300th batch, loss is: 0.11364423   
    the 52350th batch, loss is: 0.10096622   
    the 52400th batch, loss is: 0.10890587   
    the 52450th batch, loss is: 0.106785     
    the 52500th batch, loss is: 0.12725408   
    the 52550th batch, loss is: 0.11367854   
    the 52600th batch, loss is: 0.10418532   
    the 52650th batch, loss is: 0.11270304   
    the 52700th batch, loss is: 0.11176395   
    the 52750th batch, loss is: 0.10219838   
    the 52800th batch, loss is: 0.1251023    
    the 52850th batch, loss is: 0.10081787   
    the 52900th batch, loss is: 0.11843318   
    the 52950th batch, loss is: 0.10642941   
    the 53000th batch, loss is: 0.11585332   
    the 53050th batch, loss is: 0.10934661   
    the 53100th batch, loss is: 0.09451609   
    the 53150th batch, loss is: 0.12018646   
    the 53200th batch, loss is: 0.10398152   
    the 53250th batch, loss is: 0.09635607   
    the 53300th batch, loss is: 0.11018979   
    the 53350th batch, loss is: 0.11331561   
    the 53400th batch, loss is: 0.10953045   
    the 53450th batch, loss is: 0.10595629   
    the 53500th batch, loss is: 0.09891072   
    the 53550th batch, loss is: 0.11872821   
    the 53600th batch, loss is: 0.10741484   
    the 53650th batch, loss is: 0.11937034   
    the 53700th batch, loss is: 0.11458268   
    the 53750th batch, loss is: 0.10847591   
    the 53800th batch, loss is: 0.10569113   
    the 53850th batch, loss is: 0.11075333   
    the 53900th batch, loss is: 0.10581894   
Epoch:  18 lr is: [0.001]
    the 53950th batch, loss is: 0.10453167   
    the 54000th batch, loss is: 0.10583691   
    the 54050th batch, loss is: 0.1176796    
    the 54100th batch, loss is: 0.10933071   
    the 54150th batch, loss is: 0.1134159    
    the 54200th batch, loss is: 0.1120596    
    the 54250th batch, loss is: 0.10378823   
    the 54300th batch, loss is: 0.11213075   
    the 54350th batch, loss is: 0.11222572   
    the 54400th batch, loss is: 0.10420533   
    the 54450th batch, loss is: 0.12198735   
    the 54500th batch, loss is: 0.10944556   
    the 54550th batch, loss is: 0.10274602   
    the 54600th batch, loss is: 0.11461644   
    the 54650th batch, loss is: 0.11331762   
    the 54700th batch, loss is: 0.10646926   
    the 54750th batch, loss is: 0.10157581   
    the 54800th batch, loss is: 0.10855085   
    the 54850th batch, loss is: 0.11202277   
    the 54900th batch, loss is: 0.10935033   
    the 54950th batch, loss is: 0.10219672   
    the 55000th batch, loss is: 0.11864128   
    the 55050th batch, loss is: 0.10095601   
    the 55100th batch, loss is: 0.10500368   
    the 55150th batch, loss is: 0.12395892   
    the 55200th batch, loss is: 0.11383029   
    the 55250th batch, loss is: 0.11252327   
    the 55300th batch, loss is: 0.11306906   
    the 55350th batch, loss is: 0.11584334   
    the 55400th batch, loss is: 0.1142257    
    the 55450th batch, loss is: 0.10298902   
    the 55500th batch, loss is: 0.11370152   
    the 55550th batch, loss is: 0.11164337   
    the 55600th batch, loss is: 0.10450584   
    the 55650th batch, loss is: 0.10344461   
    the 55700th batch, loss is: 0.11076184   
    the 55750th batch, loss is: 0.11158781   
    the 55800th batch, loss is: 0.09771173   
    the 55850th batch, loss is: 0.09818481   
    the 55900th batch, loss is: 0.10342659   
    the 55950th batch, loss is: 0.12506665   
    the 56000th batch, loss is: 0.10007459   
    the 56050th batch, loss is: 0.11094576   
    the 56100th batch, loss is: 0.10867263   
    the 56150th batch, loss is: 0.10937338   
    the 56200th batch, loss is: 0.11577731   
    the 56250th batch, loss is: 0.105351     
    the 56300th batch, loss is: 0.10146565   
    the 56350th batch, loss is: 0.10320502   
    the 56400th batch, loss is: 0.10889132   
    the 56450th batch, loss is: 0.11216813   
    the 56500th batch, loss is: 0.1103845    
    the 56550th batch, loss is: 0.10583759   
    the 56600th batch, loss is: 0.10725261   
    the 56650th batch, loss is: 0.10574086   
    the 56700th batch, loss is: 0.09804555   
    the 56750th batch, loss is: 0.12398344   
    the 56800th batch, loss is: 0.10889982   
    the 56850th batch, loss is: 0.1148729    
    the 56900th batch, loss is: 0.10572555   
Epoch:  19 lr is: [0.001]
    the 56950th batch, loss is: 0.09902015   
    the 57000th batch, loss is: 0.11183761   
    the 57050th batch, loss is: 0.10859602   
    the 57100th batch, loss is: 0.09975562   
    the 57150th batch, loss is: 0.10656612   
    the 57200th batch, loss is: 0.10775714   
    the 57250th batch, loss is: 0.10159152   
    the 57300th batch, loss is: 0.10668869   
    the 57350th batch, loss is: 0.10771696   
    the 57400th batch, loss is: 0.10673083   
    the 57450th batch, loss is: 0.10393573   
    the 57500th batch, loss is: 0.11295264   
    the 57550th batch, loss is: 0.10535551   
    the 57600th batch, loss is: 0.10857325   
    the 57650th batch, loss is: 0.11682665   
    the 57700th batch, loss is: 0.10924028   
    the 57750th batch, loss is: 0.10982216   
    the 57800th batch, loss is: 0.10779069   
    the 57850th batch, loss is: 0.11888245   
    the 57900th batch, loss is: 0.10092481   
    the 57950th batch, loss is: 0.10270516   
    the 58000th batch, loss is: 0.1091969    
    the 58050th batch, loss is: 0.10721635   
    the 58100th batch, loss is: 0.1043686    
    the 58150th batch, loss is: 0.10515699   
    the 58200th batch, loss is: 0.11895269   
    the 58250th batch, loss is: 0.09948722   
    the 58300th batch, loss is: 0.10823097   
    the 58350th batch, loss is: 0.09977484   
    the 58400th batch, loss is: 0.10232908   
    the 58450th batch, loss is: 0.10500804   
    the 58500th batch, loss is: 0.10941403   
    the 58550th batch, loss is: 0.09518643   
    the 58600th batch, loss is: 0.11093891   
    the 58650th batch, loss is: 0.1046753    
    the 58700th batch, loss is: 0.10137046   
    the 58750th batch, loss is: 0.10284213   
    the 58800th batch, loss is: 0.10647953   
    the 58850th batch, loss is: 0.09118291   
    the 58900th batch, loss is: 0.10662691   
    the 58950th batch, loss is: 0.11428052   
    the 59000th batch, loss is: 0.11907189   
    the 59050th batch, loss is: 0.10859062   
    the 59100th batch, loss is: 0.09349      
    the 59150th batch, loss is: 0.10334056   
    the 59200th batch, loss is: 0.10771351   
    the 59250th batch, loss is: 0.10594419   
    the 59300th batch, loss is: 0.11125199   
    the 59350th batch, loss is: 0.10200073   
    the 59400th batch, loss is: 0.10364071   
    the 59450th batch, loss is: 0.11096783   
    the 59500th batch, loss is: 0.09903478   
    the 59550th batch, loss is: 0.10163032   
    the 59600th batch, loss is: 0.09958063   
    the 59650th batch, loss is: 0.11703949   
    the 59700th batch, loss is: 0.11197492   
    the 59750th batch, loss is: 0.1019831    
    the 59800th batch, loss is: 0.11297775   
    the 59850th batch, loss is: 0.09768213   
Epoch:  20 lr is: [0.001]
    the 59900th batch, loss is: 0.11016522   
    the 59950th batch, loss is: 0.10415682   
    the 60000th batch, loss is: 0.10740565   
    the 60050th batch, loss is: 0.10424487   
    the 60100th batch, loss is: 0.1073943    
    the 60150th batch, loss is: 0.09979649   
    the 60200th batch, loss is: 0.09640324   
    the 60250th batch, loss is: 0.09896565   
    the 60300th batch, loss is: 0.11080439   
    the 60350th batch, loss is: 0.09770425   
    the 60400th batch, loss is: 0.11181238   
    the 60450th batch, loss is: 0.10628672   
    the 60500th batch, loss is: 0.10172062   
    the 60550th batch, loss is: 0.10422139   
    the 60600th batch, loss is: 0.11182861   
    the 60650th batch, loss is: 0.10238612   
    the 60700th batch, loss is: 0.09387559   
    the 60750th batch, loss is: 0.09948296   
    the 60800th batch, loss is: 0.11879843   
    the 60850th batch, loss is: 0.10133701   
    the 60900th batch, loss is: 0.11462048   
    the 60950th batch, loss is: 0.09711579   
    the 61000th batch, loss is: 0.10071766   
    the 61050th batch, loss is: 0.11293405   
    the 61100th batch, loss is: 0.10964873   
    the 61150th batch, loss is: 0.10637692   
    the 61200th batch, loss is: 0.08936246   
    the 61250th batch, loss is: 0.1075209    
    the 61300th batch, loss is: 0.09916043   
    the 61350th batch, loss is: 0.09470395   
    the 61400th batch, loss is: 0.10573583   
    the 61450th batch, loss is: 0.10897847   
    the 61500th batch, loss is: 0.11704968   
    the 61550th batch, loss is: 0.09048568   
    the 61600th batch, loss is: 0.0991034    
    the 61650th batch, loss is: 0.10576136   
    the 61700th batch, loss is: 0.10120909   
    the 61750th batch, loss is: 0.10628148   
    the 61800th batch, loss is: 0.10338002   
    the 61850th batch, loss is: 0.12005899   
    the 61900th batch, loss is: 0.10974298   
    the 61950th batch, loss is: 0.10871544   
    the 62000th batch, loss is: 0.10376419   
    the 62050th batch, loss is: 0.10593704   
    the 62100th batch, loss is: 0.1025231    
    the 62150th batch, loss is: 0.08962268   
    the 62200th batch, loss is: 0.10640416   
    the 62250th batch, loss is: 0.10812292   
    the 62300th batch, loss is: 0.10277565   
    the 62350th batch, loss is: 0.11390129   
    the 62400th batch, loss is: 0.10432971   
    the 62450th batch, loss is: 0.10421152   
    the 62500th batch, loss is: 0.11832233   
    the 62550th batch, loss is: 0.10678977   
    the 62600th batch, loss is: 0.10693531   
    the 62650th batch, loss is: 0.10384946   
    the 62700th batch, loss is: 0.10016359   
    the 62750th batch, loss is: 0.11065694   
    the 62800th batch, loss is: 0.11689285   
    the 62850th batch, loss is: 0.10886175   
Epoch:  21 lr is: [0.001]
    the 62900th batch, loss is: 0.09941912   
    the 62950th batch, loss is: 0.10649296   
    the 63000th batch, loss is: 0.10710828   
    the 63050th batch, loss is: 0.11426456   
    the 63100th batch, loss is: 0.0931875    
    the 63150th batch, loss is: 0.09263134   
    the 63200th batch, loss is: 0.10102884   
