nohup: ignoring input
Deepfashion Consumer-to-shop Attribute prediction using single model
arch           is: Resnet152
gpuId          is: 1
init lr        is: 0.001
num_classs     is: 257
batch size     is: 64
input_size     is: 224
relative_path  is: ../Img/
train_path     is: ../NewAnno/list_bbx_image_attr_train.txt
val_path       is: ../NewAnno/list_bbx_image_attr_val.txt
test_path      is: ../NewAnno/list_bbx_image_attr_test.txt
epochs         is: 50
savePath       is: ./checkpoint/BBX/NewAnnoCleaned
resume         is: 
momentum       is: 0.9
zeroTrain      is: False
weight_decay   is: 0.0005
print_freq     is: 50
Conv_Type      is: 2
Branch         is: 17
Conv_Num       is: 5
Use GPU!
Start training.
('Epoch: ', 0, 'lr is: [0.001]')
        the 0th batch, loss is: 1.19982612   
    the 31050th batch, loss is: 0.16981196   
    the 31100th batch, loss is: 0.14345595   
    the 31150th batch, loss is: 0.15820587   
    the 31200th batch, loss is: 0.14018238   
    the 31250th batch, loss is: 0.1727291    
    the 31300th batch, loss is: 0.17467256   
    the 31350th batch, loss is: 0.15444882   
    the 31400th batch, loss is: 0.17422616   
    the 31450th batch, loss is: 0.13728769   
    the 31500th batch, loss is: 0.15314247   
    the 31550th batch, loss is: 0.1597929    
    the 31600th batch, loss is: 0.17521329   
    the 31650th batch, loss is: 0.18585558   
    the 31700th batch, loss is: 0.16041803   
    the 31750th batch, loss is: 0.15694572   
    the 31800th batch, loss is: 0.17826995   
    the 31850th batch, loss is: 0.15949614   
    the 31900th batch, loss is: 0.154396     
    the 31950th batch, loss is: 0.14856392   
    the 32000th batch, loss is: 0.18309671   
    the 32050th batch, loss is: 0.15555666   
    the 32100th batch, loss is: 0.15195391   
    the 32150th batch, loss is: 0.19756769   
    the 32200th batch, loss is: 0.17548111   
    the 32250th batch, loss is: 0.16568722   
    the 32300th batch, loss is: 0.1558959    
    the 32350th batch, loss is: 0.1898106    
    the 32400th batch, loss is: 0.16136384   
    the 32450th batch, loss is: 0.15292458   
    the 32500th batch, loss is: 0.17372176   
    the 32550th batch, loss is: 0.17343166   
    the 32600th batch, loss is: 0.15716378   
    the 32650th batch, loss is: 0.15885676   
    the 32700th batch, loss is: 0.18630484   
    the 32750th batch, loss is: 0.19991441   
    the 32800th batch, loss is: 0.20012155   
    the 32850th batch, loss is: 0.16244692   
    the 32900th batch, loss is: 0.17118712   
('Epoch: ', 11, 'lr is: [0.001]')
    the 32950th batch, loss is: 0.16664582   
    the 33000th batch, loss is: 0.12870079   
    the 33050th batch, loss is: 0.13886815   
    the 33100th batch, loss is: 0.14466099   
    the 33150th batch, loss is: 0.16038617   
    the 33200th batch, loss is: 0.14259002   
    the 33250th batch, loss is: 0.15460747   
    the 33300th batch, loss is: 0.12570491   
    the 33350th batch, loss is: 0.14870588   
    the 33400th batch, loss is: 0.15187296   
    the 33450th batch, loss is: 0.15126187   
    the 33500th batch, loss is: 0.15066124   
    the 33550th batch, loss is: 0.13310272   
    the 33600th batch, loss is: 0.13550128   
    the 33650th batch, loss is: 0.13663241   
    the 33700th batch, loss is: 0.12783644   
    the 33750th batch, loss is: 0.1685304    
    the 33800th batch, loss is: 0.16028039   
    the 33850th batch, loss is: 0.14685386   
    the 33900th batch, loss is: 0.14802976   
    the 33950th batch, loss is: 0.17271626   
    the 34000th batch, loss is: 0.1417795    
    the 34050th batch, loss is: 0.15305616   
    the 34100th batch, loss is: 0.14922351   
    the 34150th batch, loss is: 0.18748792   
    the 34200th batch, loss is: 0.15118712   
    the 34250th batch, loss is: 0.1419854    
    the 34300th batch, loss is: 0.1530979    
    the 34350th batch, loss is: 0.131634     
    the 34400th batch, loss is: 0.16743352   
    the 34450th batch, loss is: 0.13490608   
    the 34500th batch, loss is: 0.13639642   
    the 34550th batch, loss is: 0.13965033   
    the 34600th batch, loss is: 0.14488375   
    the 34650th batch, loss is: 0.15101655   
    the 34700th batch, loss is: 0.18303145   
    the 34750th batch, loss is: 0.1304159    
    the 34800th batch, loss is: 0.14898482   
    the 34850th batch, loss is: 0.17518169   
    the 34900th batch, loss is: 0.16160001   
    the 34950th batch, loss is: 0.18614866   
    the 35000th batch, loss is: 0.14676128   
    the 35050th batch, loss is: 0.15390739   
    the 35100th batch, loss is: 0.14237687   
    the 35150th batch, loss is: 0.15612644   
    the 35200th batch, loss is: 0.16602963   
    the 35250th batch, loss is: 0.15209436   
    the 35300th batch, loss is: 0.15075998   
    the 35350th batch, loss is: 0.1485329    
    the 35400th batch, loss is: 0.15940082   
    the 35450th batch, loss is: 0.15613423   
    the 35500th batch, loss is: 0.15997694   
    the 35550th batch, loss is: 0.11791995   
    the 35600th batch, loss is: 0.1533819    
    the 35650th batch, loss is: 0.15919614   
    the 35700th batch, loss is: 0.15770985   
    the 35750th batch, loss is: 0.13394234   
    the 35800th batch, loss is: 0.14954339   
    the 35850th batch, loss is: 0.15543079   
    the 35900th batch, loss is: 0.16445725   
('Epoch: ', 12, 'lr is: [0.001]')
    the 35950th batch, loss is: 0.14615251   
    the 36000th batch, loss is: 0.13698024   
    the 36050th batch, loss is: 0.14313295   
    the 36100th batch, loss is: 0.12586614   
    the 36150th batch, loss is: 0.12532163   
    the 36200th batch, loss is: 0.14384477   
    the 36250th batch, loss is: 0.11426324   
    the 36300th batch, loss is: 0.12243178   
    the 36350th batch, loss is: 0.13752404   
    the 36400th batch, loss is: 0.11702511   
    the 36450th batch, loss is: 0.12528965   
    the 36500th batch, loss is: 0.12878515   
    the 36550th batch, loss is: 0.12354245   
    the 36600th batch, loss is: 0.13773547   
    the 36650th batch, loss is: 0.13169692   
    the 36700th batch, loss is: 0.12113544   
    the 36750th batch, loss is: 0.12992264   
    the 36800th batch, loss is: 0.13921326   
    the 36850th batch, loss is: 0.12925917   
    the 36900th batch, loss is: 0.14443153   
    the 36950th batch, loss is: 0.15078376   
    the 37000th batch, loss is: 0.1440002    
    the 37050th batch, loss is: 0.12945895   
    the 37100th batch, loss is: 0.15396243   
    the 37150th batch, loss is: 0.12892781   
    the 37200th batch, loss is: 0.14089453   
    the 37250th batch, loss is: 0.15824535   
    the 37300th batch, loss is: 0.14683081   
    the 37350th batch, loss is: 0.14923273   
    the 37400th batch, loss is: 0.13726906   
    the 37450th batch, loss is: 0.1550114    
    the 37500th batch, loss is: 0.13361382   
    the 37550th batch, loss is: 0.12985371   
    the 37600th batch, loss is: 0.13965748   
    the 37650th batch, loss is: 0.14333153   
    the 37700th batch, loss is: 0.13399835   
    the 37750th batch, loss is: 0.1284813    
    the 37800th batch, loss is: 0.13336125   
    the 37850th batch, loss is: 0.15033267   
    the 37900th batch, loss is: 0.13051392   
    the 37950th batch, loss is: 0.14746839   
    the 38000th batch, loss is: 0.13807485   
    the 38050th batch, loss is: 0.14321439   
    the 38100th batch, loss is: 0.16445786   
    the 38150th batch, loss is: 0.15811117   
    the 38200th batch, loss is: 0.13933879   
    the 38250th batch, loss is: 0.15516044   
    the 38300th batch, loss is: 0.14119697   
    the 38350th batch, loss is: 0.17509952   
    the 38400th batch, loss is: 0.16050671   
    the 38450th batch, loss is: 0.13981812   
    the 38500th batch, loss is: 0.14608458   
    the 38550th batch, loss is: 0.14015725   
    the 38600th batch, loss is: 0.16813162   
    the 38650th batch, loss is: 0.13267501   
    the 38700th batch, loss is: 0.13186391   
    the 38750th batch, loss is: 0.1410524    
    the 38800th batch, loss is: 0.12162826   
    the 38850th batch, loss is: 0.16084146   
    the 38900th batch, loss is: 0.11377613   
('Epoch: ', 13, 'lr is: [0.001]')
    the 38950th batch, loss is: 0.13708524   
    the 39000th batch, loss is: 0.11158732   
    the 39050th batch, loss is: 0.1029456    
    the 39100th batch, loss is: 0.12454101   
    the 39150th batch, loss is: 0.16700864   
    the 39200th batch, loss is: 0.12517159   
    the 39250th batch, loss is: 0.12221222   
    the 39300th batch, loss is: 0.12282614   
    the 39350th batch, loss is: 0.11059196   
    the 39400th batch, loss is: 0.11080773   
    the 39450th batch, loss is: 0.10907472   
    the 39500th batch, loss is: 0.13591345   
    the 39550th batch, loss is: 0.1270579    
    the 39600th batch, loss is: 0.90552849   
    the 39650th batch, loss is: 0.12626684   
    the 39700th batch, loss is: 0.11785393   
    the 39750th batch, loss is: 0.13101065   
    the 39800th batch, loss is: 0.14391436   
    the 39850th batch, loss is: 0.13430057   
    the 39900th batch, loss is: 0.10959806   
    the 39950th batch, loss is: 0.12950802   
    the 40000th batch, loss is: 0.14974093   
    the 40050th batch, loss is: 0.1224179    
    the 40100th batch, loss is: 0.1335755    
    the 40150th batch, loss is: 0.15471578   
    the 40200th batch, loss is: 0.15172574   
    the 40250th batch, loss is: 0.1160173    
    the 40300th batch, loss is: 0.12217359   
    the 40350th batch, loss is: 0.11848328   
    the 40400th batch, loss is: 0.14072622   
    the 40450th batch, loss is: 0.13284166   
    the 40500th batch, loss is: 0.11406268   
    the 40550th batch, loss is: 0.11970039   
    the 40600th batch, loss is: 0.12827127   
    the 40650th batch, loss is: 0.14085643   
    the 40700th batch, loss is: 0.17302464   
    the 40750th batch, loss is: 0.10708597   
    the 40800th batch, loss is: 0.11810993   
    the 40850th batch, loss is: 0.1452949    
    the 40900th batch, loss is: 0.13699321   
    the 40950th batch, loss is: 0.10222998   
    the 41000th batch, loss is: 0.12027064   
    the 41050th batch, loss is: 0.14038281   
    the 41100th batch, loss is: 0.15460071   
    the 41150th batch, loss is: 0.12945296   
    the 41200th batch, loss is: 0.12941994   
    the 41250th batch, loss is: 0.17162517   
    the 41300th batch, loss is: 0.13388069   
    the 41350th batch, loss is: 0.18099973   
    the 41400th batch, loss is: 0.10926643   
    the 41450th batch, loss is: 0.13862585   
    the 41500th batch, loss is: 0.14621414   
    the 41550th batch, loss is: 0.13923363   
    the 41600th batch, loss is: 0.14776184   
    the 41650th batch, loss is: 0.17567542   
    the 41700th batch, loss is: 0.13457431   
    the 41750th batch, loss is: 0.1169035    
    the 41800th batch, loss is: 0.11392077   
    the 41850th batch, loss is: 0.16105129   
    the 41900th batch, loss is: 0.15271586   
('Epoch: ', 14, 'lr is: [0.001]')
    the 41950th batch, loss is: 0.10978588   
    the 42000th batch, loss is: 0.12195352   
    the 42050th batch, loss is: 0.12793954   
    the 42100th batch, loss is: 0.13057375   
    the 42150th batch, loss is: 0.11469237   
    the 42200th batch, loss is: 0.12109734   
    the 42250th batch, loss is: 0.11879128   
    the 42300th batch, loss is: 0.09697668   
    the 42350th batch, loss is: 0.12481959   
    the 42400th batch, loss is: 0.11197721   
    the 42450th batch, loss is: 0.11180157   
    the 42500th batch, loss is: 0.10794694   
    the 42550th batch, loss is: 0.12613478   
    the 42600th batch, loss is: 0.12733564   
    the 42650th batch, loss is: 0.13141216   
    the 42700th batch, loss is: 0.1267354    
    the 42750th batch, loss is: 0.14193349   
    the 42800th batch, loss is: 0.11549983   
    the 42850th batch, loss is: 0.11649642   
    the 42900th batch, loss is: 0.11683833   
    the 42950th batch, loss is: 0.10365633   
    the 43000th batch, loss is: 0.1469744    
    the 43050th batch, loss is: 0.1274153    
    the 43100th batch, loss is: 0.10237478   
    the 43150th batch, loss is: 0.11864539   
    the 43200th batch, loss is: 0.11743253   
    the 43250th batch, loss is: 0.11804734   
    the 43300th batch, loss is: 0.12186373   
    the 43350th batch, loss is: 0.11829056   
    the 43400th batch, loss is: 0.13755909   
    the 43450th batch, loss is: 0.11457945   
    the 43500th batch, loss is: 0.12455031   
    the 43550th batch, loss is: 0.13034208   
    the 43600th batch, loss is: 0.11443079   
    the 43650th batch, loss is: 0.11041354   
    the 43700th batch, loss is: 0.12543593   
    the 43750th batch, loss is: 0.14058249   
    the 43800th batch, loss is: 0.10238472   
    the 43850th batch, loss is: 0.1167951    
    the 43900th batch, loss is: 0.11637561   
    the 43950th batch, loss is: 0.11704818   
    the 44000th batch, loss is: 0.12952311   
    the 44050th batch, loss is: 0.14834565   
    the 44100th batch, loss is: 0.13544343   
    the 44150th batch, loss is: 0.10881615   
    the 44200th batch, loss is: 0.15372314   
    the 44250th batch, loss is: 0.15227813   
    the 44300th batch, loss is: 0.12945859   
    the 44350th batch, loss is: 0.14279976   
    the 44400th batch, loss is: 0.12584752   
    the 44450th batch, loss is: 0.12265502   
    the 44500th batch, loss is: 0.12491541   
    the 44550th batch, loss is: 0.14030896   
    the 44600th batch, loss is: 0.12741718   
    the 44650th batch, loss is: 0.14663966   
    the 44700th batch, loss is: 0.11569715   
    the 44750th batch, loss is: 0.13634719   
    the 44800th batch, loss is: 0.1195338    
    the 44850th batch, loss is: 0.14119123   
    the 44900th batch, loss is: 0.12493684   
('Epoch: ', 15, 'lr is: [0.001]')
    the 44950th batch, loss is: 0.12722011   
    the 45000th batch, loss is: 0.12253546   
    the 45050th batch, loss is: 0.11101454   
    the 45100th batch, loss is: 0.11763506   
    the 45150th batch, loss is: 0.13413157   
    the 45200th batch, loss is: 0.1199012    
    the 45250th batch, loss is: 0.11444148   
    the 45300th batch, loss is: 0.10369838   
    the 45350th batch, loss is: 0.11470187   
    the 45400th batch, loss is: 0.13272266   
    the 45450th batch, loss is: 0.13084143   
    the 45500th batch, loss is: 0.13580513   
    the 45550th batch, loss is: 0.11073556   
    the 45600th batch, loss is: 0.11235758   
    the 45650th batch, loss is: 0.10589085   
    the 45700th batch, loss is: 0.11826928   
    the 45750th batch, loss is: 0.1138992    
    the 45800th batch, loss is: 0.11725248   
    the 45850th batch, loss is: 0.12523526   
    the 45900th batch, loss is: 0.10115345   
    the 45950th batch, loss is: 0.11313371   
    the 46000th batch, loss is: 0.12655698   
    the 46050th batch, loss is: 0.11092515   
    the 46100th batch, loss is: 0.11587783   
    the 46150th batch, loss is: 0.11990336   
    the 46200th batch, loss is: 0.12144241   
    the 46250th batch, loss is: 0.130284     
    the 46300th batch, loss is: 0.1222329    
    the 46350th batch, loss is: 0.09638236   
    the 46400th batch, loss is: 0.12999305   
    the 46450th batch, loss is: 0.10676801   
    the 46500th batch, loss is: 0.11071975   
    the 46550th batch, loss is: 0.12338148   
    the 46600th batch, loss is: 0.13537362   
    the 46650th batch, loss is: 0.14153051   
    the 46700th batch, loss is: 0.11548982   
    the 46750th batch, loss is: 0.12852465   
    the 46800th batch, loss is: 0.10347144   
    the 46850th batch, loss is: 0.10655262   
    the 46900th batch, loss is: 0.11043125   
    the 46950th batch, loss is: 0.13428366   
    the 47000th batch, loss is: 0.10965058   
    the 47050th batch, loss is: 0.14388679   
    the 47100th batch, loss is: 0.13782962   
    the 47150th batch, loss is: 0.12392396   
    the 47200th batch, loss is: 0.10083228   
    the 47250th batch, loss is: 0.11055588   
    the 47300th batch, loss is: 0.10977969   
    the 47350th batch, loss is: 0.13578606   
    the 47400th batch, loss is: 0.12870455   
    the 47450th batch, loss is: 0.14090192   
    the 47500th batch, loss is: 0.10395321   
    the 47550th batch, loss is: 0.11430976   
    the 47600th batch, loss is: 0.12915574   
    the 47650th batch, loss is: 0.12234969   
    the 47700th batch, loss is: 0.12340148   
    the 47750th batch, loss is: 0.11669114   
    the 47800th batch, loss is: 0.13531378   
    the 47850th batch, loss is: 0.09928358   
    the 47900th batch, loss is: 0.15376434   
('Epoch: ', 16, 'lr is: [0.001]')
    the 47950th batch, loss is: 0.09201882   
    the 48000th batch, loss is: 0.11919105   
    the 48050th batch, loss is: 0.11348379   
    the 48100th batch, loss is: 0.11476155   
    the 48150th batch, loss is: 0.12586717   
    the 48200th batch, loss is: 0.10124002   
    the 48250th batch, loss is: 0.10201889   
    the 48300th batch, loss is: 0.14289118   
    the 48350th batch, loss is: 0.10757314   
    the 48400th batch, loss is: 0.11289083   
    the 48450th batch, loss is: 0.09741998   
    the 48500th batch, loss is: 0.12303694   
    the 48550th batch, loss is: 0.1002593    
    the 48600th batch, loss is: 0.11522608   
    the 48650th batch, loss is: 0.09959953   
    the 48700th batch, loss is: 0.10936666   
    the 48750th batch, loss is: 0.10318088   
    the 48800th batch, loss is: 0.10795565   
    the 48850th batch, loss is: 0.11977583   
    the 48900th batch, loss is: 0.11259631   
    the 48950th batch, loss is: 0.10377633   
    the 49000th batch, loss is: 0.12261966   
    the 49050th batch, loss is: 0.11245178   
    the 49100th batch, loss is: 0.13579929   
    the 49150th batch, loss is: 0.10610617   
    the 49200th batch, loss is: 0.0857618    
    the 49250th batch, loss is: 0.11305773   
    the 49300th batch, loss is: 0.11475238   
    the 49350th batch, loss is: 0.10855242   
    the 49400th batch, loss is: 0.1085929    
    the 49450th batch, loss is: 0.11494813   
    the 49500th batch, loss is: 0.11245477   
    the 49550th batch, loss is: 0.1299727    
    the 49600th batch, loss is: 0.11610373   
    the 49650th batch, loss is: 0.12037106   
    the 49700th batch, loss is: 0.11762584   
    the 49750th batch, loss is: 0.10925883   
    the 49800th batch, loss is: 0.14203657   
    the 49850th batch, loss is: 0.13205586   
    the 49900th batch, loss is: 0.13342465   
    the 49950th batch, loss is: 0.1162876    
    the 50000th batch, loss is: 0.10319132   
    the 50050th batch, loss is: 0.10997749   
    the 50100th batch, loss is: 0.12262765   
    the 50150th batch, loss is: 0.12224414   
    the 50200th batch, loss is: 0.12717505   
    the 50250th batch, loss is: 0.12305265   
    the 50300th batch, loss is: 0.09904943   
    the 50350th batch, loss is: 0.14103782   
    the 50400th batch, loss is: 0.11262531   
    the 50450th batch, loss is: 0.10629261   
    the 50500th batch, loss is: 0.13746536   
    the 50550th batch, loss is: 0.11836478   
    the 50600th batch, loss is: 0.11659138   
    the 50650th batch, loss is: 0.10529745   
    the 50700th batch, loss is: 0.10878272   
    the 50750th batch, loss is: 0.11407754   
    the 50800th batch, loss is: 0.13917622   
    the 50850th batch, loss is: 0.10257629   
    the 50900th batch, loss is: 0.12262099   
('Epoch: ', 17, 'lr is: [0.001]')
    the 50950th batch, loss is: 0.11239579   
    the 51000th batch, loss is: 0.10516963   
    the 51050th batch, loss is: 0.09509865   
    the 51100th batch, loss is: 0.13238712   
    the 51150th batch, loss is: 0.09807287   
    the 51200th batch, loss is: 0.10467026   
    the 51250th batch, loss is: 0.09751301   
    the 51300th batch, loss is: 0.12286576   
    the 51350th batch, loss is: 0.08634452   
    the 51400th batch, loss is: 0.09695945   
    the 51450th batch, loss is: 0.11346626   
    the 51500th batch, loss is: 0.08798365   
    the 51550th batch, loss is: 0.10165752   
    the 51600th batch, loss is: 0.11206315   
    the 51650th batch, loss is: 0.09466708   
    the 51700th batch, loss is: 0.1119399    
    the 51750th batch, loss is: 0.10223385   
    the 51800th batch, loss is: 0.10070226   
    the 51850th batch, loss is: 0.11292798   
    the 51900th batch, loss is: 0.09625526   
    the 51950th batch, loss is: 0.10335864   
    the 52000th batch, loss is: 0.09819107   
    the 52050th batch, loss is: 0.13022476   
    the 52100th batch, loss is: 0.1003206    
    the 52150th batch, loss is: 0.09847494   
    the 52200th batch, loss is: 0.10947734   
    the 52250th batch, loss is: 0.12365717   
    the 52300th batch, loss is: 0.11800978   
    the 52350th batch, loss is: 0.10471793   
    the 52400th batch, loss is: 0.11584505   
    the 52450th batch, loss is: 0.11555971   
    the 52500th batch, loss is: 0.09363532   
    the 52550th batch, loss is: 0.11521366   
    the 52600th batch, loss is: 0.11577717   
    the 52650th batch, loss is: 0.12241188   
    the 52700th batch, loss is: 0.12245588   
    the 52750th batch, loss is: 0.12205233   
    the 52800th batch, loss is: 0.11482526   
    the 52850th batch, loss is: 0.12768568   
    the 52900th batch, loss is: 0.09390783   
    the 52950th batch, loss is: 0.0933313    
    the 53000th batch, loss is: 0.13213494   
    the 53050th batch, loss is: 0.10900641   
    the 53100th batch, loss is: 0.1350255    
    the 53150th batch, loss is: 0.12384456   
    the 53200th batch, loss is: 0.1257311    
    the 53250th batch, loss is: 0.12489641   
    the 53300th batch, loss is: 0.09907541   
    the 53350th batch, loss is: 0.11283488   
    the 53400th batch, loss is: 0.11064335   
    the 53450th batch, loss is: 0.10833868   
    the 53500th batch, loss is: 0.10843088   
    the 53550th batch, loss is: 0.10882087   
    the 53600th batch, loss is: 0.11583677   
    the 53650th batch, loss is: 0.13391897   
    the 53700th batch, loss is: 0.12788755   
    the 53750th batch, loss is: 0.11511543   
    the 53800th batch, loss is: 0.1033076    
    the 53850th batch, loss is: 0.11022613   
    the 53900th batch, loss is: 0.10818662   
('Epoch: ', 18, 'lr is: [0.001]')
    the 53950th batch, loss is: 0.10199455   
    the 54000th batch, loss is: 0.1036097    
    the 54050th batch, loss is: 0.11011588   
    the 54100th batch, loss is: 0.09316391   
    the 54150th batch, loss is: 0.09122007   
    the 54200th batch, loss is: 0.10718122   
    the 54250th batch, loss is: 0.1002083    
    the 54300th batch, loss is: 0.09969307   
    the 54350th batch, loss is: 0.09942897   
    the 54400th batch, loss is: 0.10805987   
    the 54450th batch, loss is: 0.08969468   
    the 54500th batch, loss is: 0.11620854   
    the 54550th batch, loss is: 0.08590712   
    the 54600th batch, loss is: 0.08573813   
    the 54650th batch, loss is: 0.11529025   
    the 54700th batch, loss is: 0.092261     
    the 54750th batch, loss is: 0.0951123    
    the 54800th batch, loss is: 0.09239766   
    the 54850th batch, loss is: 0.08716608   
    the 54900th batch, loss is: 0.09372815   
    the 54950th batch, loss is: 0.12033827   
    the 55000th batch, loss is: 0.11771419   
    the 55050th batch, loss is: 0.09141878   
    the 55100th batch, loss is: 0.09637779   
    the 55150th batch, loss is: 0.11169842   
    the 55200th batch, loss is: 0.09714579   
    the 55250th batch, loss is: 0.10160657   
    the 55300th batch, loss is: 0.10725544   
    the 55350th batch, loss is: 0.24957091   
    the 55400th batch, loss is: 0.10668879   
    the 55450th batch, loss is: 0.08777043   
    the 55500th batch, loss is: 0.10343576   
    the 55550th batch, loss is: 0.1043831    
    the 55600th batch, loss is: 0.10524672   
    the 55650th batch, loss is: 0.08964704   
    the 55700th batch, loss is: 0.12166783   
    the 55750th batch, loss is: 0.10836118   
    the 55800th batch, loss is: 0.10579254   
    the 55850th batch, loss is: 0.12700479   
    the 55900th batch, loss is: 0.10963967   
    the 55950th batch, loss is: 0.09179956   
    the 56000th batch, loss is: 0.08816554   
    the 56050th batch, loss is: 0.09606023   
    the 56100th batch, loss is: 0.09064174   
    the 56150th batch, loss is: 0.09258614   
    the 56200th batch, loss is: 0.12087063   
    the 56250th batch, loss is: 0.08887083   
    the 56300th batch, loss is: 0.11561806   
    the 56350th batch, loss is: 0.08830015   
    the 56400th batch, loss is: 0.10976012   
    the 56450th batch, loss is: 0.1214686    
    the 56500th batch, loss is: 0.09979858   
    the 56550th batch, loss is: 0.13047135   
    the 56600th batch, loss is: 0.10988174   
    the 56650th batch, loss is: 0.12660749   
    the 56700th batch, loss is: 0.08211762   
    the 56750th batch, loss is: 0.12785004   
    the 56800th batch, loss is: 0.10409327   
    the 56850th batch, loss is: 0.09906735   
    the 56900th batch, loss is: 0.13720074   
('Epoch: ', 19, 'lr is: [0.001]')
    the 56950th batch, loss is: 0.08865833   
    the 57000th batch, loss is: 0.14373755   
    the 57050th batch, loss is: 0.08814638   
    the 57100th batch, loss is: 0.0940014    
    the 57150th batch, loss is: 0.0919363    
    the 57200th batch, loss is: 0.0973618    
    the 57250th batch, loss is: 0.07919627   
    the 57300th batch, loss is: 0.10627998   
    the 57350th batch, loss is: 0.09493004   
    the 57400th batch, loss is: 0.08156936   
    the 57450th batch, loss is: 0.0988175    
    the 57500th batch, loss is: 0.12553857   
    the 57550th batch, loss is: 0.10507168   
    the 57600th batch, loss is: 0.08688436   
    the 57650th batch, loss is: 0.08711861   
    the 57700th batch, loss is: 0.09654778   
    the 57750th batch, loss is: 0.10854645   
    the 57800th batch, loss is: 0.10473517   
    the 57850th batch, loss is: 0.09489617   
    the 57900th batch, loss is: 0.09542069   
    the 57950th batch, loss is: 0.08198753   
    the 58000th batch, loss is: 0.09773774   
    the 58050th batch, loss is: 0.08966725   
    the 58100th batch, loss is: 0.09986944   
    the 58150th batch, loss is: 0.11748954   
    the 58200th batch, loss is: 0.09256761   
    the 58250th batch, loss is: 0.08885629   
    the 58300th batch, loss is: 0.09139112   
    the 58350th batch, loss is: 0.09661715   
    the 58400th batch, loss is: 0.09169914   
    the 58450th batch, loss is: 0.09229512   
    the 58500th batch, loss is: 0.10131074   
    the 58550th batch, loss is: 0.09941433   
    the 58600th batch, loss is: 0.1171258    
    the 58650th batch, loss is: 0.10507601   
    the 58700th batch, loss is: 0.1002019    
    the 58750th batch, loss is: 0.09710563   
    the 58800th batch, loss is: 0.10168914   
    the 58850th batch, loss is: 0.09826727   
    the 58900th batch, loss is: 0.10152531   
    the 58950th batch, loss is: 0.10238007   
    the 59000th batch, loss is: 0.11948122   
    the 59050th batch, loss is: 0.09609493   
    the 59100th batch, loss is: 0.10254953   
    the 59150th batch, loss is: 0.09892198   
    the 59200th batch, loss is: 0.10647481   
    the 59250th batch, loss is: 0.09239659   
    the 59300th batch, loss is: 0.10650652   
    the 59350th batch, loss is: 0.08236428   
    the 59400th batch, loss is: 0.11011931   
    the 59450th batch, loss is: 0.09734321   
    the 59500th batch, loss is: 0.11787755   
    the 59550th batch, loss is: 0.10753777   
    the 59600th batch, loss is: 0.08065784   
    the 59650th batch, loss is: 0.11414236   
    the 59700th batch, loss is: 0.10668658   
    the 59750th batch, loss is: 0.09757638   
    the 59800th batch, loss is: 0.11856049   
    the 59850th batch, loss is: 0.10296162   
('Epoch: ', 20, 'lr is: [0.001]')
    the 59900th batch, loss is: 0.08668293   
    the 59950th batch, loss is: 0.09543352   
    the 60000th batch, loss is: 0.09218633   
    the 60050th batch, loss is: 0.08571731   
    the 60100th batch, loss is: 0.09503832   
    the 60150th batch, loss is: 0.09065425   
    the 60200th batch, loss is: 0.10032648   
    the 60250th batch, loss is: 0.08226866   
    the 60300th batch, loss is: 0.09731648   
    the 60350th batch, loss is: 0.09506921   
    the 60400th batch, loss is: 0.08944187   
    the 60450th batch, loss is: 0.09663418   
    the 60500th batch, loss is: 0.0857845    
    the 60550th batch, loss is: 0.10822912   
    the 60600th batch, loss is: 0.08447748   
    the 60650th batch, loss is: 0.11475859   
    the 60700th batch, loss is: 0.11234024   
    the 60750th batch, loss is: 0.09201391   
    the 60800th batch, loss is: 0.09169675   
    the 60850th batch, loss is: 0.108784     
    the 60900th batch, loss is: 0.09286247   
    the 60950th batch, loss is: 0.09486013   
    the 61000th batch, loss is: 0.09262576   
    the 61050th batch, loss is: 0.10011821   
    the 61100th batch, loss is: 0.11282848   
    the 61150th batch, loss is: 0.11624135   
    the 61200th batch, loss is: 0.08719551   
    the 61250th batch, loss is: 0.08460455   
    the 61300th batch, loss is: 0.09063531   
    the 61350th batch, loss is: 0.09569526   
    the 61400th batch, loss is: 0.12801565   
    the 61450th batch, loss is: 0.09169562   
    the 61500th batch, loss is: 0.09097973   
    the 61550th batch, loss is: 0.07950917   
    the 61600th batch, loss is: 0.08081125   
    the 61650th batch, loss is: 0.09095977   
    the 61700th batch, loss is: 0.08803235   
    the 61750th batch, loss is: 0.09539808   
    the 61800th batch, loss is: 0.10713562   
    the 61850th batch, loss is: 0.11118622   
    the 61900th batch, loss is: 0.0955956    
    the 61950th batch, loss is: 0.10202684   
    the 62000th batch, loss is: 0.10468477   
    the 62050th batch, loss is: 0.11326862   
    the 62100th batch, loss is: 0.0987451    
    the 62150th batch, loss is: 0.09482223   
    the 62200th batch, loss is: 0.10534955   
    the 62250th batch, loss is: 0.09488353   
    the 62300th batch, loss is: 0.10319716   
    the 62350th batch, loss is: 0.10209113   
    the 62400th batch, loss is: 0.08811791   
    the 62450th batch, loss is: 0.10722572   
    the 62500th batch, loss is: 0.08990236   
    the 62550th batch, loss is: 0.09581574   
    the 62600th batch, loss is: 0.0831278    
    the 62650th batch, loss is: 0.09992938   
    the 62700th batch, loss is: 0.10411502   
    the 62750th batch, loss is: 0.0948483    
    the 62800th batch, loss is: 0.13188693   
    the 62850th batch, loss is: 0.0961483    
